Codigo;Producto;CantVend;CantComp;Diferencia
AAA008927;Goma Eva Super Glitter Efrén Blanco;98;0;-98
AAA008928;Goma Eva Super Glitter Celeste;60;0;-60
AAA008929;Goma Eva Super Glitter Fucsia;96;0;-96
AAA008930;Goma Eva Super Glitter Efrén Lila;58;0;-58
AAA008931;Goma Eva Super Glitter Rosa Claro;4;0;-4
AAA008932;Goma Eva Super Glitter Naranja;64;0;-64
AAA008933;Goma Eva Super Glitter Negro;163;0;-163
AAA008934;Goma Eva Super Glitter Efrén Oro;200;0;-200
AAA008935;Goma Eva Super Glitter Efrén Plata;198;0;-198
AAA008936;Goma Eva Super Glitter Efrén Rojo;239;0;-239
AAA008937;Goma Eva Super Glitter Rosa;145;0;-145
AAA008938;Goma Eva Super Glitter Efrén Verde ;130;0;-130
AAA008939;Goma Eva Super Glitter Efrén Verde Claro;60;0;-60
AAA008940;Goma Eva Super Glitter Violeta;52;0;-52
AAA008941;Goma Eva Toalla Asb Amarillo Fuerte;2;0;-2
AAA008947;Goma Eva Toalla Asb Naranja;1;0;-1
AAA008948;Goma Eva Toalla Asb Negro;7;0;-7
AAA008950;Goma Eva Toalla Asb Rojo;2;0;-2
AAA008952;Goma Eva Toalla Asb Verde Claro;3;0;-3
AAA008961;Goma Eva Toalla Corcho línea Celeste;1;0;-1
AAA008965;Goma Eva Toalla Corcho línea Lila;2;0;-2
AAA008967;Goma Eva Toalla Corcho línea Negro;4;0;-4
AAA008971;Goma Eva Toalla Corcho línea Rosa Pastel;1;0;-1
AAA008972;Goma Eva Toalla Corcho línea Verde Manzana;4;0;-4
AAA008978;Goma Eva Toalla Efrén Amarillo;15;0;-15
AAA008979;Goma Eva Toalla Azul;11;0;-11
AAA008980;Goma Eva Toalla Efrén Blanco;10;0;-10
AAA008981;Goma Eva Toalla Efrén Celeste;5;0;-5
AAA008982;Goma Eva Toalla Rosa Dior;2;0;-2
AAA008983;Goma Eva Toalla Efrén Marrón Oscuro;13;0;-13
AAA008984;Goma Eva Toalla Efrén Naranja;25;0;-25
AAA008985;Goma Eva Toalla Efrén Negro;20;0;-20
AAA008986;Goma Eva Toalla Efrén Piel;1;0;-1
AAA008987;Goma Eva Toalla Efrén Rojo;21;0;-21
AAA008988;Goma Eva Toalla Efrén Rosa;12;0;-12
AAA008989;Goma Eva Toalla Efrén Verde Claro;20;0;-20
AAA008990;Goma Eva Toalla Efrén Verde Manzana;31;0;-31
AAA008991;Goma Eva Toalla Efrén Violeta;9;0;-9
AAA008992;Goma Genio p/Roller Borrable Simball;10;0;-10
AAA008993;Gomitas p/Cabello Guapas 15x24;265;0;-265
AAA008994;Gomitas p/Cabello Guapas 22x36;79;0;-79
AAA008995;Gomitas p/Cabello Guapas 2x36;122;0;-122
AAA008996;Gomitas Ranuradas p/Cabello Coral Chica 5328.1 Blanco;21;0;-21
AAA008997;Gomitas p/trenzas AAA008997;267;0;-267
AAA008998;Gomitas Ranuradas p/Cabello Coral Chica 5328.1 Marino;116;0;-116
AAA008999;Hebilla c/perlas AAA008999;1;0;-1
AAA009000;Gomitas Ranuradas p/Cabello Coral Chica 5328.1 Negro;15;0;-15
AAA009001;Gomitas Ranuradas p/Cabello Coral Chica 5328.1 Rojo;12;0;-12
AAA009002;Gomitas c/moño y aplique AAA009002;35;0;-35
AAA009003;Gomitas Ranuradas p/Cabello Coral Grandes 5328.3 Blanco;23;0;-23
AAA009004;Hebilla Tic Tac c/moño AAA009004;14;0;-14
AAA009005;Gomitas Ranuradas p/Cabello Coral Grandes 5328.3 Marino;36;0;-36
AAA009006;Llavero c/piedras AAA009006;2;0;-2
AAA009007;Gomitas Ranuradas p/Cabello Coral Grandes 5328.3 Negro;3;0;-3
AAA009008;Gomitas Ranuradas p/Cabello Coral Grandes 5328.3 Rojo;35;0;-35
AAA009009;Broches de Metal Chicas AAA009009;33;0;-33
AAA009010;Broches Plásticos Grandes p/cabello AAA009010;28;0;-28
AAA009011;Gomitas Ranuradas p/Cabello Tutti 5x24 AAA009011;84;0;-84
AAA009012;Gomitas Ranuradas p/Cabello Coral Mediana 5328.2 Marino;210;0;-210
AAA009013;Gomitas Ranuradas p/Cabello Coral Mediana 5328.2 Marrón;32;0;-32
AAA009014;Gomitas Ranuradas p/Cabello Coral Mediana 5328.2 Negro;381;0;-381
AAA009015;Gomitas Ranuradas p/Cabello Coral Mediana 5328.2 Rojo;26;0;-26
AAA009016;Gomitas Ranuradas p/Cabello Coral Mediana 5328.2 Verde Oscuro;157;0;-157
AAA009017;Gorro Egresado;288;0;-288
AAA009018;Guante Blanco Talle 1;8;0;-8
AAA009019;Guante Blanco Talle 2;11;0;-11
AAA009020;Guante Blanco Talle 3;12;0;-12
AAA009021;Guata;65,09;0;-65,09
AAA009023;Guirnalda Navideña Dorado;7;0;-7
AAA009024;Guirnalda Navideña Rojo;6;0;-6
AAA009025;Arito Enchapado;6;0;-6
AAA009026;Guirnalda Patria Campana ;4;0;-4
AAA009027;Guirnalda Patria Escarapela Redonda ;9;0;-9
AAA009028;Hebilla Metálica Jardinera Pase 30 1623;24;0;-24
AAA009029;Hebilla Metálica Pase 30 Niquelada 2620;15;0;-15
AAA009030;Hebilla Mochilera Pase 30mm;25;0;-25
AAA009031;Hebilla Zamak Niquelada Apoya Pitón Pase 20 2630;42;0;-42
AAA009032;Hebilla Zamak Niquelada Ovoide Pase 20 2631;64;0;-64
AAA009033;Hilo Algodón Bahía 100grs Fino Cod. 01;54;0;-54
AAA009034;Hilo Algodón Bahía 100grs Fino Cod. 02;25;0;-25
AAA009035;Hilo Algodón Bahía 100grs Fino Cod. 03;18;0;-18
AAA009036;Hilo Algodón Bahía 100grs Fino Cod. 05;16;0;-16
AAA009037;Hilo Algodón Bahía 100grs Fino Cod. 07;19;0;-19
AAA009038;Hilo Algodón Bahía 100grs Fino Cod. 11;3;0;-3
AAA009039;Hilo Algodón Bahía 100grs Fino Cod. 14;8;0;-8
AAA009040;Hilo Algodón Bahía 100grs Fino Cod. 18;9;0;-9
AAA009041;Hilo Algodón Bahía 100grs Fino Cod. 21;30;0;-30
AAA009042;Hilo Algodón Bahía 100grs Fino Cod. 6;10;0;-10
AAA009043;Hilo Algodón Bahía 100grs Fino Cod. 30;17;0;-17
AAA009044;Hilo Algodón Bahía 100grs Fino Cod. 31;15;0;-15
AAA009045;Hilo Algodón Bahía 100grs Fino Cod. 32;19;0;-19
AAA009046;Hilo Algodón Bahía 100grs Fino Cod. 2034;4;0;-4
AAA009047;Hilo Algodón Bahía 100grs Fino Cod. 35;6;0;-6
AAA009048;Hilo Algodón Bahía 100grs Fino Cod. 36;26;0;-26
AAA009050;Hilo Algodón Bahía 100grs Fino Cod. 38;9;0;-9
AAA009051;Hilo Algodón Bahía 100grs Fino Cod. 39;29;0;-29
AAA009052;Hilo Algodón Bahía 100grs Fino Cod. 41;21;0;-21
AAA009053;Hilo Algodón Bahía 100grs Fino Cod. 495;1;0;-1
AAA009055;Hilo Algodón Bahía 100grs Fino Cod. 53;12;0;-12
AAA009056;Hilo Algodón Bahía 100grs Grueso  Cod. 42;14;0;-14
AAA009057;Hilo Algodón Bahía 100grs Grueso Cod. 01;63;0;-63
AAA009058;Hilo Algodón Bahía 100grs Grueso Cod. 02;14;0;-14
AAA009059;Hilo Algodón Bahía 100grs Grueso Cod. 03;19;0;-19
AAA009060;Hilo Algodón Bahía 100grs Grueso Cod. 06;11;0;-11
AAA009061;Hilo Algodón Bahía 100grs Grueso Cod. 05;6;0;-6
AAA009062;Hilo Algodón Bahía 100grs Grueso Cod. 07;6;0;-6
AAA009063;Hilo Algodón Bahía 100grs Grueso Cod. 33;4;0;-4
AAA009064;Hilo Algodón Bahía 100grs Grueso Cod. 11;10;0;-10
AAA009065;Hilo Algodón Bahía 100grs Grueso Cod. 14;23;0;-23
AAA009066;Hilo Algodón Bahía 100grs Grueso Cod. 18;9;0;-9
AAA009067;Hilo Algodón Bahía 100grs Grueso Cod. 2034;6;0;-6
AAA009068;Hilo Algodón Bahía 100grs Grueso Cod. 21;14;0;-14
AAA009069;Hilo Algodón Bahía 100grs Grueso Cod. 58;5;0;-5
AAA009070;Hilo Algodón Bahía 100grs Grueso Cod. 30;7;0;-7
AAA009071;Hilo Algodón Bahía 100grs Grueso Cod. 41;14;0;-14
AAA009072;Hilo Algodón Bahía 100grs Grueso Cod. 32;12;0;-12
AAA009074;Hilo Algodón Bahía 100grs Grueso Cod. 35;33;0;-33
AAA009075;Hilo Algodón Bahía 100grs Grueso Cod. 36;33;0;-33
AAA009076;Hilo Algodón Bahía 100grs Grueso Cod. 38;16;0;-16
AAA009077;Hilo Algodón Bahía 100grs Grueso Cod. 39;11;0;-11
AAA009079;Hilo Algodón Bahía 100grs Grueso Cod. 53;15;0;-15
AAA009080;Hilo Algodón c/seda 160grs. Cod. 01;4;0;-4
AAA009081;Hilo Algodón c/seda 160grs. Cod. 02;1;0;-1
AAA009082;Hilo Algodón c/seda 160grs. Cod. 03;1;0;-1
AAA009087;Hilo Algodón c/seda 160grs. Cod. 14;1;0;-1
AAA009089;Hilo Algodón c/seda 160grs. Cod. 1414;3;0;-3
AAA009093;Hilo Algodón c/seda 160grs. Cod. 2025;2;0;-2
AAA009094;Hilo Algodón c/seda 160grs. Cod. 2034;1;0;-1
AAA009095;Hilo Algodón c/seda 160grs. Cod. 21;3;0;-3
AAA009097;Hilo Algodón c/seda 160grs. Cod. 30;2;0;-2
AAA009100;Hilo Algodón c/seda 160grs. Cod. 35;2;0;-2
AAA009102;Hilo Algodón c/seda 160grs. Cod. 38;1;0;-1
AAA009104;Hilo Algodón c/seda 160grs. Cod. 42;1;0;-1
AAA009108;Hilo Camila p/crochet 125mts. Cod. 0C;1;0;-1
AAA009110;Hilo Camila p/crochet 125mts. Cod. 104;1;0;-1
AAA009111;Hilo Camila p/crochet 125mts. Cod. 105;9;0;-9
AAA009114;Hilo Camila p/crochet 125mts. Cod. 110;2;0;-2
AAA009116;Hilo Camila p/crochet 125mts. Cod. 1175;5;0;-5
AAA009117;Hilo Camila p/crochet 125mts. Cod. 1176;6;0;-6
AAA009119;Hilo Camila p/crochet 125mts. Cod. 1181;1;0;-1
AAA009124;Hilo Camila p/crochet 125mts. Cod. 1363;3;0;-3
AAA009128;Hilo Camila p/crochet 125mts. Cod. 144;1;0;-1
AAA009130;Hilo Camila p/crochet 125mts. Cod. 187;3;0;-3
AAA009131;Hilo Camila p/crochet 125mts. Cod. 229;1;0;-1
AAA009132;Hilo Camila p/crochet 125mts. Cod. 231;10;0;-10
AAA009134;Hilo Camila p/crochet 125mts. Cod. 253;3;0;-3
AAA009140;Hilo Camila p/crochet 125mts. Cod. 291;1;0;-1
AAA009141;Hilo Camila p/crochet 125mts. Cod. 302;1;0;-1
AAA009142;Hilo Camila p/crochet 125mts. Cod. 304;4;0;-4
AAA009146;Hilo Camila p/crochet 125mts. Cod. 360;2;0;-2
AAA009149;Hilo Camila p/crochet 125mts. Cod. 433;1;0;-1
AAA009150;Hilo Camila p/crochet 125mts. Cod. 46;4;0;-4
AAA009165;Hilo Camila p/crochet 125mts. Cod. 54;5;0;-5
AAA009169;Hilo Camila p/crochet 125mts. Cod. 62;1;0;-1
AAA009170;Hilo Camila p/crochet 125mts. Cod. 63;3;0;-3
AAA009173;Hilo Camila p/crochet 125mts. Cod. 9046;9;0;-9
AAA009174;Hilo Camila p/crochet 125mts. Cod. 97;2;0;-2
AAA009175;Hilo Camila p/crochet 125mts. Cod. 972;2;0;-2
AAA009176;Hilo Camila p/crochet 125mts. Cod. Blanco;16;0;-16
AAA009177;Hilo Camila p/crochet 125mts. Cod. Negro;5;0;-5
AAA009178;Hilo Corona Calzo Extra Resistente 50m Cod. 103;13;0;-13
AAA009181;Hilo Corona Calzo Extra Resistente 50m Cod. 141;2;0;-2
AAA009185;Hilo Corona Calzo Extra Resistente 50m Cod. 262;2;0;-2
AAA009190;Hilo Corona Calzo Extra Resistente 50m Cod. 348;3;0;-3
AAA009205;Hilo Corona Calzo Extra Resistente 50m Cod. Blanco;21;0;-21
AAA009206;Hilo Corona Calzo Extra Resistente 50m Cod. Negro;19;0;-19
AAA009207;Hilo Costuratex 100m ;4;0;-4
AAA009208;Hilo Costuratex 100m Amarillo Limón;8;0;-8
AAA009209;Hilo Costuratex 100m Amarillo Oro;2;0;-2
AAA009210;Hilo Costuratex 100m Amarillo Patito;1;0;-1
AAA009211;Hilo Costuratex 100m Beige Claro;2;0;-2
AAA009212;Hilo Costuratex OFERTA;5;0;-5
AAA009213;Hilo Costuratex 100m Beige Oscuro;8;0;-8
AAA009214;Regla Kikka Flexible Pastel 30cm We3108;2;0;-2
AAA009215;Hilo Costuratex 100m Celeste;7;0;-7
AAA009216;Hilo Costuratex 100m Celeste Pastel;3;0;-3
AAA009217;Escuadra 35-60 Dozent 2637;2;0;-2
AAA009218;Gomita 12x12 AAA009218;22;0;-22
AAA009219;Hilo Costuratex 100m surtido;5;0;-5
AAA009220;Hilo Costuratex 100m Gris Medio;8;0;-8
AAA009221;Hilo Costuratex 100m Gris Oscuro;3;0;-3
AAA009223;Hilo Costuratex 100m Gris Topo;1;0;-1
AAA009225;Hilo Costuratex 100m Marino;1;0;-1
AAA009226;Hilo Costuratex 100m Marrón;1;0;-1
AAA009230;Hilo Costuratex 100m ;1;0;-1
AAA009232;Hilo Costuratex 100m Rosa Bebe;1;0;-1
AAA009236;Hilo Costuratex 100m Salmon;1;0;-1
AAA009240;Hilo Costuratex 100m Verde Agua;1;0;-1
AAA009241;Hilo Costuratex 100m Verde Brillante;1;0;-1
AAA009242;Hilo Costuratex 100m Verde Manzana;1;0;-1
AAA009247;Hilo de Lentejuelas Metalizadas 8 mm Blanco;31,08;0;-31,08
AAA009248;Hilo de Lentejuelas Metalizadas 8 mm Chocolate;22,5;0;-22,5
AAA009249;Hilo de Lentejuelas Metalizadas 8 mm Francia;18,58;0;-18,58
AAA009250;Hilo de Lentejuelas Metalizadas 8 mm Fucsia;19,26;0;-19,26
AAA009251;Hilo de Lentejuelas Metalizadas 8 mm Oro;89,13;0;-89,13
AAA009252;Hilo de Lentejuelas Metalizadas 8 mm Plata;97,873;0;-97,873
AAA009253;Hilo de Lentejuelas Metalizadas 8 mm Rojo;97,653;0;-97,653
AAA009254;Hilo de Lentejuelas Metalizadas 8 mm Violeta;44,1;0;-44,1
AAA009255;Hilo de Lentejuelas Metalizadas 8 mm Verde Brillante;17,5;0;-17,5
AAA009256;Hilo de Lentejuelas Metalizadas 8 mm Verde Manzana;6,6;0;-6,6
AAA009257;Hilo Drima Pesponto 30m Cod. 1056;1;0;-1
AAA009260;Hilo Drima Pesponto 30m Cod. 114;2;0;-2
AAA009261;Hilo Drima Pesponto 30m Cod. 1181;4;0;-4
AAA009266;Hilo Drima Pesponto 30m Cod. 1296;6;0;-6
AAA009267;Hilo Drima Pesponto 30m Cod. 1311;1;0;-1
AAA009271;Hilo Drima Pesponto 30m Cod. 416;5;0;-5
AAA009272;Hilo Drima Pesponto 30m Cod. 45;1;0;-1
AAA009273;Hilo Drima Pesponto 30m Cod. 463;1;0;-1
AAA009275;Hilo Drima Pesponto 30m Cod. 4960;9;0;-9
AAA009277;Hilo Drima Pesponto 30m Cod. 5470;2;0;-2
AAA009278;Hilo Drima Pesponto 30m Cod. 5700;1;0;-1
AAA009283;Hilo Drima Pesponto 30m Cod. 5872;4;0;-4
AAA009287;Hilo Drima Pesponto 30m Cod. 5945;1;0;-1
AAA009288;Hilo Drima Pesponto 30m Cod. 5947;10;0;-10
AAA009290;Hilo Drima Pesponto 30m Cod. 6111;10;0;-10
AAA009291;Hilo Drima Pesponto 30m Cod. 6112;1;0;-1
AAA009298;Hilo Drima Pesponto 30m Cod. 6119;1;0;-1
AAA009302;Hilo Drima Pesponto 30m Cod. Blanco;14;0;-14
AAA009305;Hilo Drima Pesponto 30m Cod. Negro;21;0;-21
AAA009306;Hilo Elástico Blanco Brooklyn 5028;37;0;-37
AAA009307;Hilo Elástico Color 5028C Brooklyn ;5;0;-5
AAA009310;Hilo Elástico Color Brooklyn Celeste;2;0;-2
AAA009311;Hilo Elástico Color Brooklyn Fucsia;1;0;-1
AAA009313;Hilo Elástico Color Brooklyn Naranja;1;0;-1
AAA009315;Hilo Elástico Color Brooklyn Rosa;1;0;-1
AAA009317;Hilo Elástico Negro Brooklyn;33;0;-33
AAA009319;Hilo Encerado x70m Color  Amarillo Limon;1;0;-1
AAA009320;Hilo Encerado x70m Amarillo Oro;30;0;-30
AAA009321;Hilo Encerado x70m Amarillo Patito;1;0;-1
AAA009324;Hilo Encerado x70m Blanco;72;0;-72
AAA009326;Hilo Encerado x70m Celeste;3;0;-3
AAA009327;Hilo Encerado x70m Celeste Pastel;4;0;-4
AAA009328;Hilo Encerado x70m Chocolate;10;0;-10
AAA009330;Hilo Encerado x70m Fucsia;17;0;-17
AAA009334;Hilo Encerado x70m Habano;3;0;-3
AAA009335;Hilo Encerado x70m Lila;6;0;-6
AAA009336;Hilo Encerado x70m Azul Marino;16;0;-16
AAA009337;Hilo Encerado x70m Naranja;12;0;-12
AAA009339;Hilo Encerado x70m Negro;107;0;-107
AAA009340;Hilo Encerado x70m Rojo;20;0;-20
AAA009341;Hilo Encerado x70m Rosa Bebe;8;0;-8
AAA009344;Hilo Encerado x70m Turquesa;12;0;-12
AAA009345;Hilo Encerado x70m Verde Agua;2;0;-2
AAA009346;Hilo Encerado x70m Verde Brillante;5;0;-5
AAA009347;Hilo Encerado x70m Verde Manzana;8;0;-8
AAA009348;Hilo Encerado x70m Verde Fluo;3;0;-3
AAA009349;Hilo Encerado x70m Verde Oscuro;3;0;-3
AAA009350;Hilo Encerado x70m Violeta;8;0;-8
AAA009351;Hilo La Meca 100m Marrón Claro;1;0;-1
AAA009353;Hilo Macramé Aruba 100grs. blanco;5;0;-5
AAA009354;Hilo Macramé Aruba 100grs. Cod. 01;55;0;-55
AAA009355;Hilo Macramé Aruba 100grs. Cod. 03;4;0;-4
AAA009356;Hilo Macramé Aruba 100grs. Cod. 05;7;0;-7
AAA009357;Hilo Macramé Aruba 100grs. Cod. 07;17;0;-17
AAA009358;Hilo Macramé Aruba 100grs. Cod. 10;7;0;-7
AAA009359;Hilo Macramé Aruba 100grs. Cod. 04;1;0;-1
AAA009360;Hilo Macramé Aruba 100grs. Cod. 14;16;0;-16
AAA009362;Hilo Macramé Aruba 100grs. Cod. 18;7;0;-7
AAA009363;Hilo Macramé Aruba 100grs. Cod. 9;3;0;-3
AAA009364;Hilo Macramé Aruba 100grs. Cod. 21;12;0;-12
AAA009366;Hilo Macramé Aruba 100grs. Cod. 25;1;0;-1
AAA009367;Hilo Macramé Aruba 100grs. Cod. 31;6;0;-6
AAA009368;Hilo Macramé Aruba 100grs. Cod. 32;6;0;-6
AAA009369;Hilo Macramé Aruba 100grs. Cod. 35;45;0;-45
AAA009370;Hilo Macramé Aruba 100grs. Cod. 36;10;0;-10
AAA009371;Hilo Macramé Aruba 100grs. Cod. 37;4;0;-4
AAA009372;Hilo Macramé Aruba 100grs. Cod. 38;6;0;-6
AAA009373;Hilo Macramé Aruba 100grs. Cod. 39;5;0;-5
AAA009374;Hilo Macramé Aruba 100grs. Cod. 42;10;0;-10
AAA009375;Hilo Macramé Aruba 100grs. Cod. 48;4;0;-4
AAA009376;Hilo Magna 100yds Cod. 1004;8;0;-8
AAA009377;Hilo Magna 100yds Cod. 1010;38;0;-38
AAA009378;Hilo Magna 100yds Cod. 1012;16;0;-16
AAA009379;Hilo Magna 100yds oferta;13;0;-13
AAA009380;Hilo Magna 100yds Oferta;8;0;-8
AAA009381;Hilo Magna 100yds Cod. 1022;16;0;-16
AAA009382;Hilo Magna 100yds Cod. 1024;18;0;-18
AAA009383;Hilo Magna 100yds Cod. 1026;14;0;-14
AAA009384;Hilo Magna 100yds Cod. 1030;11;0;-11
AAA009385;Hilo Magna 100yds Cod. 1038;14;0;-14
AAA009386;Hilo Magna 100yds Cod. 1040;14;0;-14
AAA009387;Hilo Magna 100yds Cod. 1042;4;0;-4
AAA009388;Hilo Magna 100yds Cod. 1048;31;0;-31
AAA009389;Hilo Magna 100yds Cod. 1052;8;0;-8
AAA009390;Hilo Magna 100yds Cod. 1054;10;0;-10
AAA009391;Hilo Magna 100yds Cod. 1056;11;0;-11
AAA009392;Hilo Magna 100yds Cod. 1088;14;0;-14
AAA009393;Hilo Magna 100yds Cod. 1095;6;0;-6
AAA009394;Hilo Magna 100yds Cod. 1096;6;0;-6
AAA009395;Hilo Magna 100yds Cod. 1099;4;0;-4
AAA009396;Hilo Magna 100yds Cod. 1103;4;0;-4
AAA009397;Hilo Magna 100yds Cod. 1106;10;0;-10
AAA009398;Hilo Magna 100yds Cod. 1112;9;0;-9
AAA009399;Hilo Magna 100yds Cod. 1120;12;0;-12
AAA009400;Hilo Magna 100yds Cod. 1123;3;0;-3
AAA009402;Hilo Magna 100yds Cod. 1126;15;0;-15
AAA009403;Hilo Magna 100yds Cod. 1129;4;0;-4
AAA009404;Hilo Magna 100yds Cod. 1139;6;0;-6
AAA009405;Hilo Magna Oferta;7;0;-7
AAA009406;Hilo Magna 100yds Cod. 1149;7;0;-7
AAA009407;Hilo Magna 100yds Cod. 1157;6;0;-6
AAA009408;Hilo Magna 100yds Cod. 1165;8;0;-8
AAA009409;Hilo Magna 100yds Cod. 1172;2;0;-2
AAA009410;Hilo Magna 100yds Cod. 1178;5;0;-5
AAA009412;Hilo Magna 100yds Cod. 1184;4;0;-4
AAA009413;Hilo Magna 100yds Cod. 1187;7;0;-7
AAA009414;Hilo Magna 100yds Cod. 1203;2;0;-2
AAA009415;Hilo Magna 100yds Cod. 1204;5;0;-5
AAA009416;Hilo Magna 100yds Cod. 1205;4;0;-4
AAA009417;Hilo Magna 100yds Cod. 1207;6;0;-6
AAA009418;Hilo Magna 100yds Cod. 1210;3;0;-3
AAA009419;Hilo Magna 100yds Cod. 1211;28;0;-28
AAA009420;Hilo Magna 100yds Cod. 1214;9;0;-9
AAA009421;Hilo Magna 100yds Cod. 1217;4;0;-4
AAA009422;Hilo Magna 100yds Cod. 1218;1;0;-1
AAA009423;Hilo Magna 100yds Cod. 1219;15;0;-15
AAA009424;Hilo Magna 100yds Cod. 1220;5;0;-5
AAA009425;Hilo Magna 100yds Cod. 1223;3;0;-3
AAA009426;Hilo Magna 100yds Cod. 1226;19;0;-19
AAA009427;Hilo Magna 100yds Cod. 1227;5;0;-5
AAA009428;Hilo Magna 100yds Cod. 1228;4;0;-4
AAA009429;Hilo Magna 100yds Cod. 1229;1;0;-1
AAA009430;Hilo Magna 100yds Cod. 1232;7;0;-7
AAA009431;Hilo Magna 100yds Cod. 1235;12;0;-12
AAA009432;Hilo Magna 100yds Cod. 1237;38;0;-38
AAA009433;Hilo Magna 100yds Cod. 1238;17;0;-17
AAA009434;Hilo Magna 100yds Cod. 1239;23;0;-23
AAA009435;Hilo Magna 100yds Cod. 1240;4;0;-4
AAA009436;Hilo Magna 100yds Cod. 1241;14;0;-14
AAA009437;Hilo Magna 100yds Cod. 1243;15;0;-15
AAA009438;Hilo Magna 100yds Cod. 1245;9;0;-9
AAA009439;Hilo Magna 100yds Cod. 1249;14;0;-14
AAA009440;Hilo Magna 100yds Cod. 1251;6;0;-6
AAA009441;Hilo Magna 100yds Cod. 1252;11;0;-11
AAA009442;Hilo Magna 100yds Cod. 1253;6;0;-6
AAA009443;Hilo Magna 100yds Cod. 1254;5;0;-5
AAA009444;Hilo Magna 100yds Cod. 1256;17;0;-17
AAA009445;Hilo Magna 100yds Cod. 1257;32;0;-32
AAA009446;Hilo Magna 100yds Cod. 1260;18;0;-18
AAA009447;Hilo Magna 100yds Cod. 1262;7;0;-7
AAA009448;Hilo Magna 100yds Cod. 1268;14;0;-14
AAA009449;Hilo Magna 100yds Cod. 1270;4;0;-4
AAA009450;Hilo Magna 100yds Cod. 1271;2;0;-2
AAA009451;Hilo Magna 100yds Cod. 1273;7;0;-7
AAA009452;Hilo Magna 100yds Cod. 1275;3;0;-3
AAA009453;Hilo Magna 100yds Cod. 1277;1;0;-1
AAA009454;Hilo Magna 100yds Cod. 1280;4;0;-4
AAA009455;Hilo Magna 100yds Cod. 1281;2;0;-2
AAA009456;Hilo Magna 100yds Cod. 1282;26;0;-26
AAA009457;Hilo Magna 100yds Cod. 1283;27;0;-27
AAA009458;Hilo Magna 100yds Cod. 1284;1;0;-1
AAA009459;Hilo Magna 100yds Cod. 1285;6;0;-6
AAA009460;Hilo Magna 100yds Cod. 1286;12;0;-12
AAA009461;Hilo Magna 100yds Cod. 1289;5;0;-5
AAA009462;Hilo Magna 100yds Cod. 1290;6;0;-6
AAA009464;Hilo Magna 100yds Cod. 1293;2;0;-2
AAA009465;Hilo Magna 100yds Cod. 1295;9;0;-9
AAA009466;Hilo Magna 100yds Cod. 1298;14;0;-14
AAA009467;Hilo Magna 100yds Cod. 1299;21;0;-21
AAA009468;Hilo Magna 100yds Cod. 1301;1;0;-1
AAA009469;Hilo Magna 100yds Cod. 1302;5;0;-5
AAA009470;Hilo Magna 100yds Cod. 1304;6;0;-6
AAA009471;Hilo Magna 100yds Cod. 1309;11;0;-11
AAA009472;Hilo Magna 100yds Cod. 1312;6;0;-6
AAA009473;Hilo Magna 100yds Cod. 1317;5;0;-5
AAA009474;Hilo Magna 100yds Cod. Blanco;289;0;-289
AAA009475;Hilo Magna 100yds Cod. Negro;376;0;-376
AAA009476;Hilo Magna 500yds Cod. 1004;17;0;-17
AAA009477;Hilo Magna 500yds Cod. 1010;6;0;-6
AAA009478;Hilo Magna 500yds Cod. 1012;5;0;-5
AAA009479;Hilo Magna 500yds Cod. 1014;1;0;-1
AAA009480;Hilo Magna 500yds Cod. 1020;2;0;-2
AAA009481;Hilo Magna 500yds Cod. 1022;1;0;-1
AAA009482;Hilo Magna 500yds Cod. 1024;6;0;-6
AAA009483;Hilo Magna 500yds Cod. 1026;22;0;-22
AAA009485;Hilo Magna 500yds Cod. 1038;41;0;-41
AAA009486;Hilo Magna 500yds Cod. 1040;3;0;-3
AAA009487;Hilo Magna 500yds Cod. 1042;2;0;-2
AAA009488;Hilo Magna 500yds Cod. 1048;2;0;-2
AAA009489;Hilo Magna 500yds Cod. 1052;2;0;-2
AAA009490;Hilo Magna 500yds Cod. 1054;15;0;-15
AAA009491;Hilo Magna 500yds Cod. 1056;6;0;-6
AAA009492;Hilo Magna 500yds Cod. 1088;24;0;-24
AAA009494;Hilo Magna 500yds Cod. 1096;1;0;-1
AAA009495;Hilo Magna 500yds Cod. 1099;9;0;-9
AAA009497;Hilo Magna 500yds Cod. 1106;14;0;-14
AAA009502;Hilo Magna 500yds Cod. 1126;4;0;-4
AAA009508;Hilo Magna 500yds Cod. 1165;2;0;-2
AAA009514;Hilo Magna 500yds Cod. 1203;2;0;-2
AAA009518;Hilo Magna 500yds Cod. 1210;10;0;-10
AAA009523;Hilo Magna 500yds Cod. 1219;20;0;-20
AAA009528;Hilo Magna 500yds Cod. 1228;14;0;-14
AAA009529;Hilo Magna 500yds Cod. 1229;1;0;-1
AAA009532;Hilo Magna 500yds Cod. 1237;39;0;-39
AAA009533;Hilo Magna 500yds Cod. 1238;17;0;-17
AAA009536;Hilo Magna 500yds Cod. 1241;15;0;-15
AAA009537;Hilo Magna 500yds Cod. 1243;16;0;-16
AAA009542;Hilo Magna 500yds Cod. 1253;25;0;-25
AAA009544;Hilo Magna 500yds Cod. 1256;24;0;-24
AAA009545;Hilo Magna 500yds Cod. 1257;17;0;-17
AAA009546;Hilo Magna 500yds Cod. 1260;9;0;-9
AAA009548;Hilo Magna 500yds Cod. 1268;17;0;-17
AAA009550;Hilo Magna 500yds Cod. 1271;2;0;-2
